MAP2K1,BBS5,BIRC6,PLXNB2,HTN1,USP47,RHBDD3,MIR133A1,MTX1,POU1F1,SCN2A,MYLK2,PLA2G1B,MIR15A,MIR30B,AQP8,PRLH,MMP17,USP53,AP2S1,EFCAB7,STARD6,MIR302A,FUT8,F13B,JMJD1C,MIR302B,UGT2A1,EPHA5,DBNL,SCYL2,SRRT,GPAM,DBP,HOXC6,ELMOD3,MIIP,RPL26,OGN,BTBD8,ITPA,ENTPD8,RILPL2,SUDS3,MIR302C,CNGA1,CLCA3P,SERPINI2,PRKRIP1,GBP7,ARFGAP2,ENC1,RBM8A,ASXL2,PMCH,ZCWPW1,MIR217,THAP4,MRPL2,MSH5,SF3B1,INTS6,MIR302D,MIR215,FASTK
0.2644746247319516,0.018792317258532476,0.09829721362229094,0.3545756569012384,0.5877539503386005,0.5177650429799426,0.0013893713094825788,0.7347411795003863,0.045515394912985174,0.8926392842618951,0.23999046711153493,0.07339104252916817,0.03566066066066065,0.5075245365321701,0.29585935692805926,0.7746080139372821,0.9044868091661853,0.12049941927990715,0.2016588906168999,0.04229891231368332,0.06658644203770558,0.6364791288566243,0.6859903381642511,0.8722376524574325,0.7846040876269734,0.1722802290333446,0.7437980241492863,0.839985010305415,0.23288490284005986,0.043374452845205136,0.3475631447883314,0.03714377201408903,0.33431208053691286,0.07612095933263796,0.17930045238883374,0.0325652841781876,0.8894080996884735,0.4271720613287904,0.84206008583691,0.16282118510749877,0.05726573110004529,0.28860474919207524,0.025197442647611812,0.34594869189738386,0.7437980241492863,0.6934830633284241,0.660037373198078,0.723271375464684,0.045988258317025466,0.8956780923994038,0.12740451630889327,0.3668221353838397,0.34944512946979045,0.0908593322386424,0.29509298678019263,0.01002178649237484,0.7479406919275124,0.605009633911368,0.08072072072072078,0.5665441176470587,0.479746835443038,0.6515687140963322,0.6859903381642511,0.8642350557244176,0.11524163568773238
0.07469621157970008,0.20339919856294042,0.016640866873064986,0.28042887345212936,0.9542889390519187,0.0742120343839543,0.26641194859326145,0.8542364151429307,0.11356537260151711,0.9103971804256474,0.05815061963775037,0.6646593902898006,0.43993993993993996,0.8183206106870228,0.7987508674531575,0.8948170731707316,0.8813787791257462,0.36788617886178865,0.06168999481596682,0.16973277829998662,0.032290413156839115,0.8441016333938295,0.7077294685990339,0.3812341504649196,0.9019703830620487,0.05540586055911079,0.7453347969264543,0.8635937792767472,0.14050822122571005,0.455232789494628,0.05442902881536815,0.409862311879603,0.11115771812080544,0.40980187695516157,0.5669204457685093,0.7400921658986176,0.9490431686693367,0.5724020442930151,0.9369098712446353,0.13555322496067124,0.3829787234042553,0.21469720387803842,0.40917638209853324,0.4724409448818897,0.7453347969264543,0.956921944035346,0.9085691404164442,0.9299628252788106,0.7700587084148727,0.912710240579093,0.41538890437691667,0.5309466784318669,0.48162762022194827,0.03804050355774491,0.9166479946224511,0.6557734204793029,0.9029504268384005,0.7890173410404623,0.4158558558558558,0.7746323529411765,0.10791139240506342,0.11533362792752988,0.7077294685990339,0.8677811550151977,0.3815478202095304
0.027162258756254554,0.22246787342821617,0.04547213622291013,0.5232558139534884,0.8057279909706545,0.10974212034383957,0.30010420284821127,0.8815348956992016,0.20303435966086558,0.9105327368849125,0.031220209723546333,0.5799774181407604,0.4436936936936937,0.75092693565976,0.76705991209808,0.7421602787456445,0.9162333911034085,0.24796747967479682,0.08164852255054433,0.18356385121525448,0.04733253108704372,0.7497277676951,0.9189479334406869,0.7792537133196472,0.8450618039407662,0.06365779723812737,0.9192096597145992,0.9484729248641557,0.08535127055306435,0.4651810584958218,0.10032017075773747,0.73422990714057,0.0662751677852349,0.46715328467153283,0.5746441575637207,0.43317972350230427,0.9336893635959056,0.39480408858603044,0.926752503576538,0.131882538017829,0.42643730194658214,0.5255023183925811,0.3933809702895825,0.5648971297942597,0.9192096597145992,0.8915684830633285,0.8800053390282969,0.735910780669145,0.43982387475538154,0.9648711943793911,0.16030108725954828,0.5177108281860583,0.7790382244143034,0.0686918445539133,0.896930315930988,0.5712418300653594,0.8431930507713046,0.7579479768786127,0.587747747747748,0.6911764705882355,0.1430379746835444,0.2110030932390633,0.9189479334406869,0.9449510300574131,0.5299087529570803
0.43995711222301637,0.01810142324167474,0.0721749226006192,0.5561763817577772,0.6089164785553047,0.4349570200573064,0.03230288294546724,0.33994334277620397,0.04663096831771507,0.4007048935881795,0.5078646329837943,0.06548739179525764,0.024774774774774633,0.5670665212649946,0.669442516770761,0.8177264808362368,0.853841709994223,0.2767131242740999,0.5313634007257647,0.024573653820330277,0.16245487364620925,0.8758620689655172,0.3185721953837896,0.6898442217123535,0.5804675070370824,0.16470191983832938,0.2147091108671789,0.5615514333895446,0.2777279521674141,0.0744130521289299,0.5108502312344358,0.01729106628242061,0.4173657718120807,0.1762252346193951,0.3670969877523999,0.11397849462365595,0.7910547396528703,0.5238500851788757,0.5788268955650931,0.30571578395385424,0.043911272068809404,0.4597442742728677,0.019556224144415157,0.41478282956565915,0.2147091108671789,0.7308541973490427,0.47504004271222644,0.5045353159851301,0.09442270058708413,0.7670853736427508,0.3456927794814608,0.6858691541661415,0.24660912453760786,0.19896004378763,0.6856374635895136,0.0352941176470587,0.6811442264490042,0.5033718689788054,0.054414414414414525,0.6816176470588236,0.760759493670886,0.2817498895271764,0.3185721953837896,0.6588990206011484,0.05272051368705655
0.017512508934953708,0.20685366864722954,0.037538699690402466,0.5700694654183027,0.9369356659142212,0.1587392550143265,0.211184439041334,0.9322688642801956,0.13721552878179377,0.9144638742036058,0.06077216396568175,0.27549868272487776,0.15953453453453448,0.7773173391494002,0.945408281286144,0.7199477351916375,0.7546697477373387,0.15679442508710806,0.06272680145152942,0.11924264804619311,0.029281989570798195,0.8043557168784029,0.9138486312399354,0.7392826953266513,0.8388202178435932,0.15762883125631522,0.9117453347969263,0.9044406970207981,0.19312406576980573,0.088340628730601,0.11312700106723583,0.1725904578930515,0.07927852348993292,0.23957247132429615,0.41509433962264153,0.2728110599078344,0.9401424121050287,0.41950596252129446,0.9462088698140203,0.16124803356056638,0.15866908103214128,0.5756639033300547,0.17525385483264388,0.4427228854457709,0.9117453347969263,0.9050073637702503,0.8925520555258943,0.9467657992565057,0.17710371819960846,0.944219714711518,0.18204627822693076,0.7597378041094163,0.3876695437731197,0.05473453749315804,0.8581671521398161,0.5010893246187362,0.8942638909689982,0.786849710982659,0.4194594594594596,0.6639705882352942,0.129746835443038,0.1111356606274857,0.9138486312399354,0.9636946977372511,0.3176748901655966
0.05253752680486068,0.17327621942793975,0.04160216718266241,0.4782543038356992,0.9318566591422122,0.1343839541547278,0.5401180965613062,0.838526912181303,0.17804551539491287,0.7864985766571777,0.05791229742612014,0.3910425291682349,0.3464714714714714,0.6713195201744819,0.8912792042563036,0.9054878048780486,0.7440785673021375,0.29384436701509875,0.19854847071021275,0.15590170538471865,0.07561171279582835,0.8931034482758621,0.8633923778851313,0.708851587972467,0.8499571655856076,0.15863927248231735,0.8645444566410537,0.7485478733370807,0.06562032884902846,0.4222045364106646,0.12415510494485948,0.5341018251681076,0.14052013422818788,0.3594890510948905,0.5535694582367869,0.4325652841781875,0.9441477525589673,0.395655877342419,0.9437768240343349,0.13922391190351346,0.3623811679492983,0.6365041450049177,0.3057540428732606,0.5351790703581407,0.8645444566410537,0.9195508100147275,0.7552055525894288,0.8736059479553904,0.42367906066536176,0.9171811794762615,0.38416504042375244,0.6235976301525274,0.5990135635018496,0.056650246305418595,0.778848308312794,0.7494553376906319,0.8488842294443613,0.7285645472061657,0.2875675675675675,0.7845588235294119,0.1898734177215189,0.2330976579761379,0.8633923778851313,0.9175954069571093,0.6951672862453534
0.051465332380271844,0.15655658421998064,0.032314241486068096,0.5942313500453036,0.9674097065462754,0.11518624641833819,0.2566863494268845,0.8789595673448364,0.18607764390896908,0.9231394875965842,0.049332697807435766,0.1648475724501317,0.4981231231231231,0.8355507088331515,0.7742308582003239,0.8584494773519162,0.869054496437512,0.16318234610917548,0.07516848107827889,0.16583859272190143,0.07621339751303646,0.7210526315789474,0.8921095008051529,0.4837580002415166,0.9023375351854118,0.06668912091613333,0.9152579582875958,0.9250515270751358,0.05695067264573994,0.2650218861918028,0.06652436855211663,0.4982388728786422,0.0587248322147651,0.3821689259645463,0.5939534370517489,0.2835637480798774,0.951045838896306,0.22018739352640515,0.9337625178826898,0.2155217619297326,0.28406518786781354,0.5374455529015033,0.2166227905227529,0.505969011938024,0.9152579582875958,0.9374079528718704,0.8976241324079018,0.9081040892193308,0.7832681017612522,0.9208005109644454,0.10370783384443838,0.6379679818479769,0.4732429099876696,0.06020799124247378,0.8881917992381805,0.4836601307189541,0.8634117118466378,0.6866570327552985,0.40144144144144156,0.6540441176470588,0.1452531645569619,0.12792752982766242,0.8921095008051529,0.9395474501857481,0.37850625211220024
0.060757684060043005,0.17120353737736632,0.021865325077399356,0.5573844759891272,0.9692437923250563,0.09598853868194834,0.1771448419590136,0.9126963687870203,0.10441767068273078,0.8599701775789617,0.04718779790276462,0.32555513737297703,0.1753003003003002,0.8226826608505997,0.8438584316446912,0.8506097560975607,0.8523011746581938,0.2909407665505226,0.05158113011923282,0.1290452531220626,0.05876454071399917,0.8415607985480944,0.8113258185721954,0.7623475425673226,0.9187369966956309,0.12782081508925558,0.8658616904500548,0.8883267753419524,0.20463378176382663,0.0553123756466376,0.0843116328708644,0.2606468139609348,0.11283557046979875,0.24113660062565168,0.15193644488579944,0.39969278033794176,0.9234534935469513,0.4459114139693354,0.934334763948498,0.09779758783429471,0.1607062019013128,0.33398904032598,0.09439638962015784,0.3037846075692152,0.8658616904500548,0.9493740795287187,0.908435664709023,0.9095910780669145,0.2676125244618395,0.9544390036193314,0.3822135489266797,0.47321316021681586,0.6096177558569668,0.041050903119868476,0.8987228321756664,0.3433551198257081,0.8729968548749439,0.6608863198458574,0.34090090090090097,0.7720588235294117,0.20537974683544302,0.10892620415377818,0.8113258185721954,0.9694360013508951,0.181142277796553
0.6179413867047892,0.137487909354705,0.12403250773993801,0.5788281485955905,0.8188487584650113,0.35759312320916903,0.07815213615838834,0.6574813288694309,0.12226684515841124,0.7602006235597126,0.18708293612964744,0.13549115543846435,0.19256756756756754,0.4462377317339149,0.8794818413139025,0.6602787456445992,0.7598690544964376,0.13472706155632985,0.8245204769310525,0.09346045387404323,0.08664259927797824,0.6370235934664248,0.6288244766505637,0.6217848085979952,0.6640558071227511,0.32519366790165044,0.574972557628979,0.6713509462244707,0.14514200298953667,0.19021090330282542,0.3870508715759513,0.19916746717899447,0.2441275167785235,0.1996871741397288,0.6910515281915481,0.1496159754224271,0.8566978193146416,0.19250425894378176,0.7595135908440631,0.23308862087047721,0.16274332277048442,0.33033581565266257,0.18540804813839773,0.40411480822961654,0.574972557628979,0.6463549337260677,0.7883075280298986,0.8306319702602232,0.2729941291585125,0.8916329572067277,0.06467800390298306,0.5715366191856801,0.3006165228113441,0.1206896551724137,0.7396370154604525,0.44749455337690636,0.8679047476411562,0.1413776493256262,0.35423423423423417,0.44705882352941173,0.45759493670886076,0.6429518338488731,0.6288244766505637,0.8811212428233706,0.30077728962487327
0.053609721229449736,0.1504767168716319,0.05611455108359131,0.37647236484445795,0.9090011286681716,0.2512893982808022,0.1601250434178536,0.8439351017254699,0.2025881302989736,0.88301477565406,0.12440419447092488,0.15393300715092217,0.22259759759759756,0.8100327153762268,0.8912792042563036,0.754355400696864,0.7359907567879839,0.3214285714285714,0.10031104199066876,0.2246542231771183,0.06658644203770558,0.8114337568058076,0.8958668813741277,0.5494505494505493,0.9302410965610085,0.050016840687100106,0.8638858397365531,0.8849540940603333,0.1526158445440957,0.28770393951452466,0.10921380291711125,0.3691962856227984,0.23783557046979875,0.2708550573514076,0.14873662142778332,0.23379416282642085,0.9684023141967067,0.6460817717206133,0.921030042918455,0.1963817514420556,0.2464916251697602,0.3148798651117043,0.32531026701767574,0.2087884175768352,0.8638858397365531,0.8090942562592047,0.8603844100373732,0.9494423791821562,0.4540117416829743,0.9388971684053652,0.3476442709785337,0.3602672381192487,0.4197287299630087,0.08511220580186074,0.8415863768765404,0.27450980392156854,0.8753931406320205,0.934489402697495,0.5610810810810811,0.8812500000000001,0.2958860759493671,0.16615112682280164,0.8958668813741277,0.9363390746369471,0.1277458600878676
